Type_of_payment_code,Vehicle_code,id,
PTE,VC965,PC4A5D62F,
PTE,VC965,PC857F4A0,
PTP,VC965,PCC8FE9C6,
PTC,VC965,PCF3AE602,
PTE,VC965,PC3BD7D63,
PTE,VCB43,PC05C2F86,
PTC,VC965,PC78EF0B5,
PTE,VC965,PC7F7FFF0,
PTC,VCD2F,PCF2ECD29,
PTE,VC965,PCE36723C,
PTC,VC965,PC28E44E2,
PTE,VC965,PCDBC3AC9,
PTE,VCB43,PC45EBEBC,
PTE,VC965,PC161AC8D,
PTC,VCB43,PC3E1512A,
PTP,VC965,PC66E7418,
PTC,VCD2F,PC041D874,
PTE,VC965,PCE36723C,
PTC,VC965,PC1EEDA04,
PTP,VC965,PC5E92F61,
PTE,VCD2F,PCD6E5E77,
PTC,VC965,PCE952492,
PTC,VCB43,PC3ED26A2,
PTP,VC965,PC46BE0B2,
PTC,VCD2F,PC19C02F1,
PTE,VCB43,PCB27CFF1,
PTC,VC965,PC87C8BC4,
PTC,VC965,PC69DE15C,
PTE,VC965,PCD8346A6,
PTC,VC965,PC03C5C15,
PTE,VCB43,PC3C8B99E,
PTC,VCB43,PCCB12F8C,
PTC,VC965,PC494D54E,
PTP,VC965,PC7057B6A,
PTE,VC965,PC4967767,
PTP,VC965,PC6203962,
PTP,VC965,PC084F676,
PTP,VCD2F,PCC6DD8D5,
PTE,VC965,PC6C57ED3,
PTE,VC965,PC8FC83B3,
PTP,VCB43,PCC1FFE5B,
PTC,VC965,PC1E10EC3,
PTP,VCD2F,PC7BEFC3B,
PTC,VCD2F,PC5CAF0A7,
PTP,VC965,PC15EC378,
PTC,VCD2F,PC9787B8A,
PTE,VC965,PC186BCA8,
PTP,VCD2F,PC6700C62,
PTC,VC965,PC16F59EC,
PTP,VC965,PCD546332,
PTC,VC965,PC4967767,
PTE,VC965,PCC825DB2,
PTE,VC965,PC124B4C0,
PTE,VCD2F,PCB7AC8AA,
PTE,VCB43,PC4B8A835,
PTP,VCB43,PC8AB18BE,
PTE,VCD2F,PC76EDF79,
PTC,VC965,PC11DCA73,
PTC,VCB43,PCD540B2F,
PTE,VCB43,PCA00BC1C,
PTC,VC965,PCD3A817A,
PTC,VCD2F,PC7A3A5CF,
PTE,VC965,PC1DA31F7,
PTE,VCB43,PC6594AD4,
PTC,VCD2F,PCF4A2DA9,
PTE,VCB43,PC4D2C5A7,
PTE,VCB43,PCFC754C7,
PTC,VC965,PCFFF6463,
PTP,VCD2F,PCBA2D075,
PTP,VC965,PCE937423,
PTE,VC965,PCB3DF742,
PTC,VC965,PC3A63A79,
PTP,VC965,PCC932802,
PTP,VC965,PC4D892D7,
PTP,VCB43,PC454F09B,
PTC,VC965,PC0A326BE,
PTE,VC965,PCC48608C,
PTE,VCB43,PCF14D1E3,
PTP,VC965,PCD8D5094,
PTP,VCB43,PC421D5F3,
PTC,VC965,PCC8441A8,
PTC,VC965,PCACD1BEE,
PTC,VC965,PC2BE6D87,
PTE,VC965,PC0671DD4,
PTC,VCB43,PCD6DBA1D,
PTP,VC965,PCC48608C,
PTE,VC965,PC3E1512A,
PTC,VC965,PC3BDDA71,
PTC,VC965,PC9042B3F,
PTC,VC965,PC2BBEEDC,
PTP,VCD2F,PCA283923,
PTC,VCB43,PCB6F1968,
PTP,VCD2F,PCEB27C63,
PTE,VC965,PC93AAEC9,
PTE,VCB43,PCA50FB36,
PTE,VC965,PC7241796,
PTE,VCB43,PC7F5C566,
PTE,VC965,PCC6C5CFB,
PTE,VCB43,PC03C5C15,
PTC,VCB43,PCD30D908,
PTC,VC965,PC627AA14,
PTC,VC965,PC22F748B,
PTE,VC965,PC8453073,
PTC,VC965,PC62E1338,
PTE,VC965,PC90346C9,
PTE,VCB43,PC5D33C18,
PTE,VC965,PCBA86754,
PTP,VC965,PC82A16E6,
PTC,VCD2F,PC94168A2,
PTC,VC965,PC0F0AB4E,
PTC,VC965,PCEF5C190,
PTC,VC965,PC7EE2DCF,
PTP,VCB43,PCE36658B,
PTC,VCD2F,PCA92F2BD,
PTP,VCB43,PC36C6441,
PTE,VC965,PC7D68CD9,
PTC,VCB43,PC6594AD4,
PTE,VC965,PCC51AD39,
PTP,VC965,PC5083F35,
PTC,VC965,PCCC8F243,
PTE,VC965,PC818101A,
PTC,VCB43,PC2CA4087,
PTE,VC965,PCA491459,
PTE,VC965,PC400DFFE,
PTC,VC965,PCF8BB245,
PTC,VC965,PC9FB4E82,
PTP,VC965,PCBA86754,
PTC,VC965,PCB2463CF,
PTP,VC965,PC61F3A80,
PTE,VC965,PCAD79413,
PTC,VC965,PCC825DB2,
PTC,VC965,PCC1A733C,
PTC,VC965,PC1E10EC3,
PTC,VC965,PC883FCA9,
PTC,VCB43,PC3FB1BB6,
PTE,VC965,PC1E10EC3,
PTC,VC965,PC419F41D,
PTP,VC965,PC374C341,
PTE,VCD2F,PCA185B1A,
PTP,VC965,PC51A39A7,
PTP,VC965,PC6802C08,
PTC,VC965,PC43973F9,
PTP,VC965,PCAF6E464,
PTE,VC965,PC64281F6,
PTP,VC965,PCDD56814,
PTE,VCB43,PCBA86754,
PTP,VC965,PC92C5115,
PTE,VC965,PC4D8469D,
PTE,VCD2F,PCCA5979C,
PTP,VCB43,PCAD3B9BC,
PTC,VC965,PC22D9C6D,
PTE,VC965,PC48D61BB,
PTP,VC965,PC6150735,
PTP,VC965,PC795A0A3,
PTC,VC965,PCFFC2992,
PTE,VC965,PC1477DC9,
PTP,VCD2F,PC19C02F1,
PTE,VC965,PCBEB4D23,
PTP,VC965,PC0F0AB4E,
PTP,VC965,PCF91266E,
PTC,VCD2F,PC8AEC6E8,
PTP,VCB43,PCBE6CB59,
PTP,VC965,PC9FB4E82,
PTC,VC965,PC5D4821F,
PTC,VCD2F,PC5EBC1E1,
PTP,VC965,PC88494D0,
PTE,VC965,PC2BBEEDC,
PTP,VC965,PC70886EC,
PTC,VCB43,PC10C50DC,
PTC,VCB43,PC70886EC,
PTE,VCD2F,PC9FBBA67,
PTE,VC965,PC684859B,
PTC,VC965,PCEB6517A,
PTC,VCB43,PCA33A9A8,
PTE,VC965,PC65485BB,
PTE,VCB43,PC8BCEB19,
PTC,VCB43,PC670999C,
PTP,VC965,PCAD3B9BC,
PTC,VC965,PC79BCF60,
PTC,VCB43,PC576A3BA,
PTP,VC965,PC628DCED,
PTE,VC965,PC8BCEB19,
PTE,VCD2F,PCC6DD8D5,
PTE,VC965,PC2EFBBE0,
PTP,VCB43,PC800C92D,
PTP,VC965,PC99B9343,
PTP,VC965,PCDB12C82,
PTE,VC965,PCF7F25B7,
PTP,VC965,PCD33B3C9,
PTC,VCB43,PC1CDFCF6,
PTE,VC965,PC9F22103,
PTE,VC965,PC69DE15C,
PTC,VC965,PC417B8DF,
PTC,VC965,PCC7B407A,
PTC,VCB43,PC70CA955,
PTP,VC965,PCC0E943C,
PTE,VC965,PCE01E4DF,
PTC,VC965,PC803F0F2,
PTP,VC965,PC421D5F3,
PTP,VC965,PCF712D1A,
PTP,VC965,PC909A324,
PTE,VCB43,PC67D349A,
PTC,VC965,PCFC754C7,
PTP,VCD2F,PC7057B6A,
PTE,VCB43,PCCA836C9,
PTE,VC965,PC845CEA6,
PTE,VC965,PC016D687,
PTE,VC965,PCC0E7E2A,
PTP,VC965,PC57279D0,
PTC,VC965,PC8FE0901,
PTC,VC965,PC71A1452,
PTE,VCD2F,PCA7178EC,
PTC,VCB43,PC36C6441,
PTE,VC965,PC08EA270,
PTE,VC965,PCDE5402C,
PTC,VC965,PCD2C9ECF,
PTE,VC965,PC88EA64E,
PTP,VC965,PC7667A3E,
PTC,VCB43,PC5149039,
PTP,VC965,PC2265FB3,
PTP,VC965,PC30FC453,
PTP,VCB43,PC06E8A1C,
PTP,VC965,PC3D16FC5,
PTE,VC965,PC88EA64E,
PTP,VCD2F,PCB99E8F9,
PTP,VC965,PC23BA77A,
PTP,VC965,PCBEB4D23,
PTE,VC965,PC11E9595,
PTE,VCD2F,PC4D2C5A7,
PTE,VCB43,PC5B2AFFA,
PTC,VCB43,PCED7EAFE,
PTP,VCB43,PC8FC83B3,
PTP,VC965,PC0A5DC1F,
PTC,VC965,PC5F47DCF,
PTC,VCB43,PC303DD56,
PTE,VC965,PC15EC378,
PTP,VC965,PC4967767,
PTP,VC965,PC983A913,
PTP,VC965,PC818101A,
PTE,VC965,PC6150735,
PTE,VC965,PC0AB2B55,
PTE,VCB43,PCCC8F243,
PTE,VC965,PC46C4A27,
PTP,VC965,PC6700C62,
PTE,VC965,PCC6A4CD8,
PTE,VC965,PC25E70B7,
PTC,VC965,PC3D58C5E,
PTE,VCB43,PC76EDF79,
PTP,VCB43,PCDF73A3C,
PTE,VCD2F,PCFEAE55E,
PTC,VCB43,PCEEC0DB3,
PTC,VCB43,PC5EC8DF5,
PTE,VC965,PCAA67227,
PTP,VC965,PC63844BC,
PTC,VC965,PC1A161AA,
PTE,VC965,PC74F6341,
PTC,VCB43,PC6D105CF,
PTP,VC965,PCC3BCE65,
PTE,VC965,PC591BDF7,
PTP,VC965,PC2C5C1F3,
PTP,VCB43,PCDF73A3C,
PTC,VCB43,PC1E0F3B6,
PTE,VCD2F,PC0EB640E,
PTC,VC965,PC9042B3F,
PTC,VCB43,PC90AAFDA,
PTP,VC965,PC84E8CEF,
PTC,VCD2F,PC93AAEC9,
PTC,VC965,PCF4A2DA9,
PTP,VCB43,PCB7040B7,
PTE,VCB43,PC9764C98,
PTP,VC965,PCD30AB50,
PTC,VCB43,PC8A8976A,
PTE,VC965,PCBE7E15B,
PTE,VC965,PC7F5C566,
PTP,VCB43,PC77793DF,
PTE,VCD2F,PCC7106FF,
PTP,VC965,PC3BD7D63,
PTP,VC965,PC52E7369,
PTE,VC965,PCAD79413,
PTP,VC965,PCF7F25B7,
PTE,VCB43,PC7E22FD8,
PTC,VC965,PC5F47DCF,
PTP,VC965,PC5D4DE09,
PTC,VC965,PCAD89FE3,
PTP,VC965,PC1E2B07E,
PTP,VC965,PC67D349A,
PTE,VC965,PCE49911B,
PTP,VC965,PC93AAEC9,
PTC,VC965,PCF2ECD29,
PTP,VC965,PC6EFC03B,
PTE,VC965,PC9DD9DCD,
PTE,VC965,PC1AB9C93,
PTP,VCB43,PC214FB8E,
PTE,VC965,PCE5BA2CE,
PTC,VCB43,PCBB055C6,
PTC,VC965,PC59F4E22,
PTE,VC965,PCCE002E5,
PTE,VCB43,PC03AE86F,
PTE,VC965,PCBCF42C2,
PTE,VCB43,PC822E359,
PTC,VCB43,PC74CE451,
PTP,VC965,PC91E3A87,
PTC,VCB43,PCF5E7754,
PTE,VC965,PC422A6D1,
PTC,VC965,PCF3AE602,
PTP,VCD2F,PC3EC1FDF,
PTE,VCD2F,PCF6540C0,
PTP,VC965,PCB1132AC,
PTP,VC965,PCA4DF48A,
PTE,VC965,PCD51A740,
PTE,VC965,PCED7EAFE,
PTP,VC965,PCC139BD8,
PTC,VC965,PC5A27CDE,
PTP,VCB43,PCB7E7138,
PTE,VC965,PC126524C,
PTE,VCD2F,PC11E9595,
PTE,VC965,PCF712D1A,
PTC,VCD2F,PC4AC8EAD,
PTC,VCB43,PCCB2657A,
PTC,VC965,PC647292C,
PTC,VC965,PCB7AC8AA,
PTC,VC965,PC3E474F6,
PTC,VCB43,PCF1979AE,
PTC,VCD2F,PC4A6C6D9,
PTE,VC965,PCF775FA6,
PTP,VCB43,PCFE7F7FE,
PTP,VC965,PCCBCFEDE,
PTP,VCD2F,PC3743587,
PTP,VC965,PCC8441A8,
PTP,VC965,PCDE89544,
PTC,VC965,PCEBE834B,
PTE,VC965,PC4E6422C,
PTC,VC965,PC51D1059,
PTE,VCB43,PC576AD85,
PTC,VC965,PC208F9BB,
PTP,VCD2F,PCC1FFE5B,
PTP,VC965,PC871C1FC,
PTE,VC965,PC8DA1D3B,
PTE,VCB43,PCC9875AC,
PTC,VC965,PC0F6325D,
PTC,VC965,PC822E359,
PTE,VC965,PC3A6DBC9,
PTP,VCB43,PC74F5EBA,
PTP,VC965,PC52EA95D,
PTP,VCB43,PCCB07C68,
PTE,VCD2F,PC5A27CDE,
PTP,VCB43,PCC993FB3,
PTP,VC965,PCF8D98DC,
PTP,VCB43,PC0D3474E,
PTE,VC965,PCAC7E4C1,
PTE,VCD2F,PCD546332,
PTP,VC965,PC3F8C42B,
PTC,VC965,PC0671DD4,
PTC,VC965,PC5ABB8E4,
PTE,VC965,PC21A1833,
PTP,VC965,PCC8FE9C6,
PTE,VCB43,PC74F5EBA,
PTC,VC965,PC5D33C18,
PTP,VC965,PCFE8B604,
PTP,VC965,PC6A65941,
PTE,VCD2F,PCBBB9730,
PTC,VCB43,PC3415EA4,
PTE,VC965,PC94168A2,
PTE,VCD2F,PC795A0A3,
PTC,VC965,PC8473A64,
PTE,VCB43,PC1B1D964,
PTP,VCB43,PCB27CFF1,
PTP,VC965,PCE49911B,
PTE,VCB43,PC99A12E9,
PTP,VCB43,PC6906524,
PTC,VCB43,PCD30AB50,
PTP,VC965,PC797AEBF,
PTP,VCD2F,PCD6DBA1D,
PTP,VCB43,PC851E565,
PTC,VC965,PC7AA5B2F,
PTC,VC965,PCDE89544,
PTC,VCB43,PCDE20E6F,
PTP,VC965,PC70886EC,
PTP,VC965,PC52F533C,
PTP,VCB43,PCBD66B01,
PTP,VCB43,PC540E129,
PTE,VCB43,PC3D58C5E,
PTE,VCB43,PC08F56A1,
PTP,VC965,PCA6127FF,
PTE,VC965,PC14E538A,
PTC,VC965,PC4D8469D,
PTE,VC965,PCC8C7059,
PTC,VCD2F,PCD8346A6,
PTC,VC965,PC95B4E03,
PTC,VC965,PCD3A817A,
PTC,VC965,PC57279D0,
PTP,VC965,PCA70760B,
PTP,VC965,PC1D57D7F,
PTP,VCB43,PC5526A36,
PTP,VC965,PC8AB18BE,
PTC,VC965,PCAC345FD,
PTE,VC965,PC7368097,
PTP,VC965,PC3547FAD,
PTP,VCB43,PCECC4DE2,
PTC,VC965,PC47FBB07,
PTC,VC965,PC4B8A835,
PTC,VCD2F,PC434FA62,
PTC,VCB43,PCA8A9AA8,
PTP,VC965,PCF7F25B7,
PTE,VC965,PCE6675F9,
PTP,VC965,PC59414DA,
PTE,VC965,PC3FAA264,
PTC,VC965,PCC0E943C,
PTE,VCB43,PCAFC8A56,
PTE,VC965,PCA227C6B,
PTP,VC965,PCF2ECD29,
PTC,VC965,PC0DC6CAB,
PTC,VCD2F,PC1EEDA04,
PTE,VC965,PC845CEA6,
PTC,VC965,PC18C31F6,
PTC,VC965,PC578D797,
PTP,VC965,PC417B8DF,
PTE,VCB43,PCD1EB220,
PTE,VC965,PC3E78C17,
PTC,VC965,PC126524C,
PTE,VCB43,PC1A58039,
PTE,VCB43,PCCAFA3BB,
PTE,VCD2F,PC5083F35,
PTC,VCD2F,PC36C6441,
PTC,VC965,PC6DC0ACF,
PTP,VC965,PCB325DCD,
PTP,VCB43,PC63844BC,
PTP,VCB43,PCC6A4CD8,
PTC,VC965,PCEF64195,
PTP,VC965,PC9F22103,
PTC,VC965,PC52F533C,
PTC,VC965,PCC6A4CD8,
PTC,VCB43,PCC139BD8,
PTP,VCB43,PC7D68CD9,
PTE,VC965,PCF5E7754,
PTC,VC965,PC685B3B1,
PTP,VCB43,PC89C1789,
PTC,VC965,PCB2CC82C,
PTC,VCD2F,PC5EBC1E1,
PTC,VC965,PCB6A16D7,
PTC,VC965,PC6D105CF,
PTC,VC965,PC905B5D4,
PTP,VCB43,PC6558A56,
PTC,VCD2F,PCED2DB6F,
PTC,VCB43,PC8111910,
PTP,VCB43,PC670999C,
PTE,VC965,PC4A6C6D9,
PTC,VC965,PC5AB6779,
PTC,VC965,PCEBEEE05,
PTC,VC965,PC4D84BFC,
PTP,VCB43,PC4486317,
PTC,VC965,PC0D3474E,
PTP,VC965,PC0553E32,
PTC,VC965,PCBBB9730,
PTE,VCD2F,PC63844BC,
PTC,VC965,PC1E2B07E,
PTE,VC965,PC3BD7D63,
PTC,VC965,PC25E70B7,
PTC,VCD2F,PC8473A64,
PTC,VCB43,PC8616CD8,
PTC,VC965,PCC695DB0,
PTP,VC965,PC87C8BC4,
PTP,VC965,PCF243BF3,
PTP,VC965,PC384779E,
PTC,VCB43,PC544AE70,
PTC,VC965,PC4F78F1B,
PTP,VCB43,PC14008D5,
PTE,VCB43,PC4D892D7,
PTP,VC965,PC8BCEB19,
PTP,VCB43,PCA10FFA0,
PTP,VCD2F,PC2C2EF9E,
PTP,VC965,PCDB42B34,
PTP,VC965,PCE4A44BE,
PTP,VCD2F,PC02FEF7D,
PTC,VC965,PCE60D320,
PTP,VC965,PCD540B2F,
PTE,VCB43,PC4F71E72,
PTE,VC965,PCF984421,
PTC,VC965,PCC422F4D,
PTP,VC965,PC59A0CB2,
PTP,VCB43,PC2B868A9,
PTE,VCB43,PC12D9486,
PTC,VC965,PC9DD0BBD,
PTP,VC965,PCCAFD014,
PTE,VCD2F,PC5881E06,
PTE,VCB43,PCE9C770E,
PTC,VCD2F,PC62E1338,
PTC,VC965,PCB27CFF1,
PTC,VC965,PC524833E,
PTP,VCD2F,PC76EDF79,
PTP,VC965,PC028872C,
PTP,VCD2F,PC0A5DC1F,
PTE,VCB43,PC28E44E2,
PTP,VC965,PC922BA3E,
PTP,VCD2F,PC6C88C27,
PTE,VC965,PC9FB4E82,
PTE,VC965,PCC62D342,
PTE,VCB43,PC99B9343,
PTP,VC965,PC2F353E1,
PTC,VC965,PC591BDF7,
PTP,VC965,PCCE12794,
PTP,VC965,PC87D90FE,
PTC,VC965,PC8DF4919,
PTP,VC965,PC87C8BC4,
PTP,VCD2F,PC9764C98,
PTP,VC965,PC647292C,
PTC,VC965,PCBDB8BB6,
PTE,VCB43,PCAC7E4C1,
PTP,VC965,PC07BF95F,
PTE,VC965,PCF135377,
PTC,VCB43,PCC591410,
PTE,VC965,PC3B258E9,
PTP,VC965,PCC139BD8,
PTP,VCB43,PCFA0E4C0,
PTP,VC965,PCC9875AC,
PTP,VCB43,PC6EFC03B,
PTP,VC965,PC23E470D,
PTP,VCB43,PC155D90A,
PTE,VC965,PC2804C85,
PTP,VC965,PCEFF6088,
PTE,VCB43,PC12BE494,
PTE,VC965,PC2294422,
PTC,VCD2F,PCACF7982,
PTC,VC965,PC99B9343,
PTC,VCB43,PCAE085FE,
PTE,VC965,PC3E78C17,
PTC,VC965,PC3E57E3D,
PTP,VC965,PC8F72158,
PTE,VC965,PCE78024A,
PTP,VC965,PC94E7A96,
PTP,VCB43,PC3137434,
PTE,VC965,PC69DE15C,
PTC,VCB43,PC1AB9C93,
PTE,VCB43,PC82A16E6,
PTC,VCB43,PCC0E943C,
PTE,VCB43,PC5D33C18,
PTP,VC965,PC4D84BFC,
PTC,VCB43,PC9F22103,
PTP,VC965,PC57279D0,
PTC,VCD2F,PC76EDF79,
PTP,VC965,PCA965149,
PTE,VCB43,PC627AA14,
PTE,VC965,PC70886EC,
PTC,VC965,PCA10FFA0,
PTC,VCD2F,PC89C35AD,
PTP,VC965,PCFBEFA9E,
PTE,VC965,PCA6127FF,
PTE,VCB43,PC5EBC1E1,
PTC,VC965,PC1CE4935,
PTP,VCB43,PCAB2FA02,
PTC,VC965,PC5030572,
PTP,VC965,PC89FB76E,
PTC,VC965,PC5149039,
PTE,VCB43,PC434FA62,
PTP,VC965,PCECC4DE2,
PTC,VC965,PCFFF6463,
PTC,VCD2F,PC439FA2D,
PTE,VC965,PCFEAE55E,
PTP,VC965,PC74CE451,
PTE,VC965,PC73BE1E2,
PTE,VC965,PCDB42B34,
PTC,VC965,PCA37D114,
PTC,VCB43,PC8F8E598,
PTC,VCB43,PC4FA703F,
PTP,VC965,PCE9C770E,
PTC,VCB43,PC5680D80,
PTP,VCD2F,PCF4A9637,
PTE,VCD2F,PCBEB4D23,
PTP,VC965,PC867796D,
PTE,VCB43,PCFE28E92,
PTC,VC965,PC948D5B2,
PTC,VC965,PC47FBB07,
PTP,VCD2F,PC388BB83,
PTE,VC965,PCFBF2259,
PTC,VC965,PC0A5DC1F,
PTC,VCB43,PC7D68CD9,
PTC,VC965,PC5D33C18,
PTP,VCB43,PCCB4C86D,
PTE,VC965,PCE78024A,
PTE,VC965,PCCB4C86D,
PTP,VC965,PCA6127FF,
PTP,VCB43,PC591BDF7,
PTC,VC965,PC2CE9851,
PTP,VCB43,PC303DD56,
PTC,VC965,PCE976BA1,
PTE,VC965,PC1CCD955,
PTE,VC965,PC6CC51DA,
PTE,VCB43,PC0AE9E1B,
PTP,VCB43,PC99BB7A3,
PTC,VCB43,PC394C979,
PTP,VC965,PC5E202FC,
PTP,VC965,PC3BD7D63,
PTE,VC965,PCF135377,
PTP,VC965,PCB4FF8FA,
PTC,VCB43,PC3546931,
PTE,VC965,PC7E9E8F3,
PTE,VC965,PCF8BB245,
PTE,VC965,PC1893678,
PTE,VC965,PC0F6325D,
PTC,VC965,PC2C2EF9E,
PTE,VC965,PC0D83A1E,
PTE,VC965,PC395ADCB,
PTC,VCB43,PC4C9B108,
PTC,VCD2F,PC95BD14B,
PTC,VC965,PCD0DDD3D,
PTC,VCD2F,PCF514246,
PTC,VCB43,PCC6A4CD8,
PTP,VC965,PC92C5115,
PTC,VC965,PC2F1A066,
PTE,VC965,PCE8CBA37,
PTP,VCB43,PC8C9B099,
PTP,VCB43,PCC695DB0,
PTE,VC965,PC4847214,
PTE,VC965,PCFBF2259,
PTC,VCD2F,PCD546332,
PTP,VC965,PC23E470D,
PTC,VCB43,PC2CE9851,
PTC,VC965,PCE36658B,
PTP,VC965,PCB99E8F9,
PTE,VCB43,PC0A717C4,
PTP,VC965,PC61F3A80,
PTP,VCB43,PCA00BC1C,
PTP,VC965,PC6EFC03B,
PTC,VC965,PCDC5C9E2,
PTE,VCB43,PC9787B8A,
PTE,VCB43,PC40FC710,
PTP,VC965,PC10C700F,
PTE,VC965,PC822E359,
PTC,VC965,PC92C5115,
PTE,VC965,PC58105BF,
PTP,VCB43,PCDE1D204,
PTP,VCB43,PCE17C964,
PTC,VC965,PC59A0CB2,
PTE,VCB43,PC73BE1E2,
PTP,VC965,PCCE9B069,
PTE,VC965,PC1CDFCF6,
PTP,VC965,PC47B8825,
PTP,VC965,PC1DA31F7,
PTC,VC965,PC8E2A7E0,
PTP,VC965,PCA0290AD,
PTE,VC965,PCC90A061,
PTE,VC965,PCBD66B01,
PTC,VCB43,PC6B14C5D,
PTC,VC965,PC6F36B7A,
PTE,VCB43,PCBE6ABE5,
PTP,VCD2F,PCA965149,
PTE,VC965,PC454F09B,
PTC,VC965,PC98F856D,
PTE,VC965,PCE4C5D8E,
PTP,VC965,PC82D2552,
PTC,VCB43,PC85DD257,
PTC,VCD2F,PCA214501,
PTP,VCB43,PC7EE2DCF,
PTE,VC965,PC680DEC6,
PTC,VC965,PC0AB2B55,
PTE,VC965,PC19CE0DB,
PTC,VC965,PC9194382,
PTP,VCD2F,PC09BDC08,
PTE,VC965,PC6713209,
PTP,VC965,PCB1132AC,
PTE,VC965,PC19D06B0,
PTP,VCB43,PC9889263,
PTE,VCB43,PC7A54E18,
PTE,VC965,PC1A4796C,
PTC,VC965,PC99F9ABD,
PTP,VC965,PC785D63F,
PTC,VC965,PCC591410,
PTE,VCB43,PC0D83A1E,
PTC,VC965,PCA9D6EEE,
PTC,VC965,PC6BCA05F,
PTC,VCB43,PC0885606,
PTC,VC965,PC461DCD3,
PTC,VC965,PC3C8B99E,
PTP,VCB43,PCCB4C86D,
PTP,VC965,PC23E470D,
PTC,VC965,PC85DD257,
PTE,VC965,PC35509AB,
PTP,VC965,PC3FB1BB6,
PTP,VC965,PCFC754C7,
PTP,VC965,PC4C9B108,
PTP,VC965,PC8AAEF51,
PTP,VC965,PCE3427C5,
PTE,VCD2F,PC34C1DCB,
PTC,VCB43,PCAD3B9BC,
PTP,VC965,PCBC064F8,
PTE,VC965,PC879E7AB,
PTP,VCB43,PC4E15B39,
PTE,VCD2F,PC3AA93E6,
PTC,VC965,PC41B834E,
PTE,VC965,PC59414DA,
PTC,VCB43,PCF514246,
PTE,VC965,PC51E7EF8,
PTE,VC965,PCD175301,
PTP,VC965,PCB30E45F,
PTP,VC965,PCA6127FF,
PTC,VC965,PCC48E3A8,
PTC,VC965,PCF5D4B0A,
PTP,VCD2F,PCCB383F8,
PTE,VC965,PC6594AD4,
PTP,VCD2F,PC19D06B0,
PTP,VC965,PCC1FFE5B,
PTC,VC965,PC71A1452,
PTC,VCB43,PC9889263,
PTE,VC965,PCE6CC50C,
PTP,VC965,PC924C594,
PTC,VC965,PC08EA270,
PTE,VC965,PC6A4F55F,
PTC,VC965,PCA491459,
PTP,VC965,PC0885606,
PTP,VC965,PC1E49F6B,
PTP,VC965,PC4A5D62F,
PTC,VCB43,PC434FA62,
PTC,VC965,PC7F7FFF0,
PTE,VCB43,PC8AEC6E8,
PTP,VC965,PC6D0FC31,
PTP,VCD2F,PC3BDDA71,
PTC,VC965,PC76FDDEA,
PTC,VCB43,PC08EA270,
PTE,VCB43,PC8111910,
PTE,VC965,PC795E7B9,
PTE,VC965,PC421D5F3,
PTP,VC965,PC7057B6A,
PTE,VCB43,PC214FB8E,
PTE,VC965,PCBE1B45D,
PTP,VCB43,PC88C655C,
PTE,VC965,PC035B71E,
PTE,VCB43,PCA491459,
PTP,VC965,PC19D06B0,
PTC,VC965,PC214FB8E,
PTE,VCD2F,PCBA83119,
PTE,VC965,PCED7EAFE,
PTE,VC965,PC4061987,
PTC,VC965,PC0885606,
PTP,VCD2F,PCC3608EC,
PTE,VC965,PCA70760B,
PTP,VCB43,PC7FEC2CE,
PTP,VC965,PC66E7418,
PTC,VC965,PCD987A9D,
PTP,VCD2F,PCC1A733C,
PTP,VCD2F,PCB6A16D7,
PTE,VC965,PC41B834E,
PTP,VC965,PC210A754,
PTP,VC965,PCD51A740,
PTP,VC965,PCB524A9F,
PTP,VC965,PCAC9371E,
PTP,VCD2F,PCE62BBA9,
PTP,VC965,PC871C1FC,
PTE,VC965,PC13CB69B,
PTP,VC965,PC5A27CDE,
PTC,VC965,PC1585DF2,
PTE,VC965,PCCFD9AB6,
PTE,VCB43,PCACF7982,
PTC,VC965,PCB905D54,
PTE,VCB43,PCB6F1968,
PTE,VC965,PC912F5CB,
PTC,VC965,PC1585DF2,
PTE,VC965,PC19D06B0,
PTP,VC965,PCA2D76A5,
PTC,VC965,PCE4A44BE,
PTP,VC965,PC821BC98,
PTC,VC965,PCA8F9E50,
PTC,VC965,PC126524C,
PTC,VC965,PCED7EAFE,
PTE,VCB43,PC5ABB8E4,
PTC,VCD2F,PC8BCEB19,
PTE,VCD2F,PC8ED616E,
PTP,VC965,PC40C93B0,
PTP,VC965,PC8453073,
PTC,VC965,PC2EFBBE0,
PTP,VCB43,PCAC34A40,
PTP,VCB43,PC948D5B2,
PTC,VCD2F,PC6B030C6,
PTP,VCB43,PC58105BF,
PTE,VCD2F,PCC1A733C,
PTP,VCB43,PC5AB6779,
PTC,VC965,PC041D874,
PTE,VC965,PC7CCC47B,
PTE,VCB43,PCFB11406,
PTE,VCB43,PCBF83C7A,
PTP,VC965,PC05B8749,
PTE,VC965,PC7157CF3,
PTE,VCB43,PC3338D42,
PTE,VC965,PCAC9371E,
PTP,VCD2F,PCF31BD97,
PTC,VC965,PC05C2F86,
PTP,VC965,PC074E6A8,
PTC,VC965,PC76FDDEA,
PTC,VCB43,PC44E2F09,
PTC,VC965,PC62E1338,
PTC,VC965,PC2308E9E,
PTP,VCB43,PC084F676,
PTC,VCD2F,PC576A3BA,
PTC,VCB43,PC7D68CD9,
PTC,VC965,PC356AE8F,
PTP,VCB43,PCB228987,
PTC,VC965,PC2111CF9,
PTE,VC965,PCAC34A40,
PTE,VCB43,PC53B475D,
