id,Type_of_payment_code,Vehicle_code
PC5AB6779,PTC,VC965
PCEBEEE05,PTC,VC965
PC4D84BFC,PTC,VC965
PC4486317,PTP,VCB43
PC0D3474E,PTC,VC965
PC0553E32,PTP,VC965
PCBBB9730,PTC,VC965
PC63844BC,PTE,VCD2F
PC1E2B07E,PTC,VC965
PC3BD7D63,PTE,VC965
PC25E70B7,PTC,VC965
PC8473A64,PTC,VCD2F
PC8616CD8,PTC,VCB43
PCC695DB0,PTC,VC965
PC87C8BC4,PTP,VC965
PCF243BF3,PTP,VC965
PC384779E,PTP,VC965
PC544AE70,PTC,VCB43
PC4F78F1B,PTC,VC965
PC14008D5,PTP,VCB43
PC4D892D7,PTE,VCB43
PC8BCEB19,PTP,VC965
PCA10FFA0,PTP,VCB43
PC2C2EF9E,PTP,VCD2F
PCDB42B34,PTP,VC965
PCE4A44BE,PTP,VC965
PC02FEF7D,PTP,VCD2F
PCE60D320,PTC,VC965
PCD540B2F,PTP,VC965
PC4F71E72,PTE,VCB43
PCF984421,PTE,VC965
PCC422F4D,PTC,VC965
PC59A0CB2,PTP,VC965
PC2B868A9,PTP,VCB43
PC12D9486,PTE,VCB43
PC9DD0BBD,PTC,VC965
PCCAFD014,PTP,VC965
PC5881E06,PTE,VCD2F
PCE9C770E,PTE,VCB43
PC62E1338,PTC,VCD2F
PCB27CFF1,PTC,VC965
PC524833E,PTC,VC965
PC76EDF79,PTP,VCD2F
PC028872C,PTP,VC965
PC0A5DC1F,PTP,VCD2F
PC28E44E2,PTE,VCB43
PC922BA3E,PTP,VC965
PC6C88C27,PTP,VCD2F
PC9FB4E82,PTE,VC965
PCC62D342,PTE,VC965
PC99B9343,PTE,VCB43
PC2F353E1,PTP,VC965
PC591BDF7,PTC,VC965
PCCE12794,PTP,VC965
PC87D90FE,PTP,VC965
PC8DF4919,PTC,VC965
PC87C8BC4,PTP,VC965
PC9764C98,PTP,VCD2F
PC647292C,PTP,VC965
PCBDB8BB6,PTC,VC965
PCAC7E4C1,PTE,VCB43
PC07BF95F,PTP,VC965
PCF135377,PTE,VC965
PCC591410,PTC,VCB43
PC3B258E9,PTE,VC965
PCC139BD8,PTP,VC965
PCFA0E4C0,PTP,VCB43
PCC9875AC,PTP,VC965
PC6EFC03B,PTP,VCB43
PC23E470D,PTP,VC965
PC155D90A,PTP,VCB43
PC2804C85,PTE,VC965
PCEFF6088,PTP,VC965
PC12BE494,PTE,VCB43
PC2294422,PTE,VC965
PCACF7982,PTC,VCD2F
PC99B9343,PTC,VC965
PCAE085FE,PTC,VCB43
PC3E78C17,PTE,VC965
PC3E57E3D,PTC,VC965
PC8F72158,PTP,VC965
PCE78024A,PTE,VC965
PC94E7A96,PTP,VC965
PC3137434,PTP,VCB43
PC69DE15C,PTE,VC965
PC1AB9C93,PTC,VCB43
PC82A16E6,PTE,VCB43
PCC0E943C,PTC,VCB43
PC5D33C18,PTE,VCB43
PC4D84BFC,PTP,VC965
PC9F22103,PTC,VCB43
PC57279D0,PTP,VC965
PC76EDF79,PTC,VCD2F
PCA965149,PTP,VC965
PC627AA14,PTE,VCB43
PC70886EC,PTE,VC965
PCA10FFA0,PTC,VC965
PC89C35AD,PTC,VCD2F
PCFBEFA9E,PTP,VC965
PCA6127FF,PTE,VC965
PC5EBC1E1,PTE,VCB43
PC1CE4935,PTC,VC965
PCAB2FA02,PTP,VCB43
PC5030572,PTC,VC965
PC89FB76E,PTP,VC965
PC5149039,PTC,VC965
PC434FA62,PTE,VCB43
PCECC4DE2,PTP,VC965
PCFFF6463,PTC,VC965
PC439FA2D,PTC,VCD2F
PCFEAE55E,PTE,VC965
PC74CE451,PTP,VC965
PC73BE1E2,PTE,VC965
PCDB42B34,PTE,VC965
PCA37D114,PTC,VC965
PC8F8E598,PTC,VCB43
PC4FA703F,PTC,VCB43
PCE9C770E,PTP,VC965
PC5680D80,PTC,VCB43
PCF4A9637,PTP,VCD2F
PCBEB4D23,PTE,VCD2F
PC867796D,PTP,VC965
PCFE28E92,PTE,VCB43
PC948D5B2,PTC,VC965
PC47FBB07,PTC,VC965
PC388BB83,PTP,VCD2F
PCFBF2259,PTE,VC965
PC0A5DC1F,PTC,VC965
PC7D68CD9,PTC,VCB43
PC5D33C18,PTC,VC965
PCCB4C86D,PTP,VCB43
PCE78024A,PTE,VC965
PCCB4C86D,PTE,VC965
PCA6127FF,PTP,VC965
PC591BDF7,PTP,VCB43
PC2CE9851,PTC,VC965
PC303DD56,PTP,VCB43
PCE976BA1,PTC,VC965
PC1CCD955,PTE,VC965
PC6CC51DA,PTE,VC965
PC0AE9E1B,PTE,VCB43
PC99BB7A3,PTP,VCB43
PC394C979,PTC,VCB43
PC5E202FC,PTP,VC965
PC3BD7D63,PTP,VC965
PCF135377,PTE,VC965
PCB4FF8FA,PTP,VC965
PC3546931,PTC,VCB43
PC7E9E8F3,PTE,VC965
PCF8BB245,PTE,VC965
PC1893678,PTE,VC965
PC0F6325D,PTE,VC965
PC2C2EF9E,PTC,VC965
PC0D83A1E,PTE,VC965
PC395ADCB,PTE,VC965
PC4C9B108,PTC,VCB43
PC95BD14B,PTC,VCD2F
PCD0DDD3D,PTC,VC965
PCF514246,PTC,VCD2F
PCC6A4CD8,PTC,VCB43
PC92C5115,PTP,VC965
PC2F1A066,PTC,VC965
PCE8CBA37,PTE,VC965
PC8C9B099,PTP,VCB43
PCC695DB0,PTP,VCB43
PC4847214,PTE,VC965
PCFBF2259,PTE,VC965
PCD546332,PTC,VCD2F
PC23E470D,PTP,VC965
PC2CE9851,PTC,VCB43
PCE36658B,PTC,VC965
PCB99E8F9,PTP,VC965
PC0A717C4,PTE,VCB43
PC61F3A80,PTP,VC965
PCA00BC1C,PTP,VCB43
PC6EFC03B,PTP,VC965
PCDC5C9E2,PTC,VC965
PC9787B8A,PTE,VCB43
PC40FC710,PTE,VCB43
PC10C700F,PTP,VC965
PC822E359,PTE,VC965
PC92C5115,PTC,VC965
PC58105BF,PTE,VC965
PCDE1D204,PTP,VCB43
PCE17C964,PTP,VCB43
PC59A0CB2,PTC,VC965
PC73BE1E2,PTE,VCB43
PCCE9B069,PTP,VC965
PC1CDFCF6,PTE,VC965
PC47B8825,PTP,VC965
PC1DA31F7,PTP,VC965
PC8E2A7E0,PTC,VC965
PCA0290AD,PTP,VC965
PCC90A061,PTE,VC965
PCBD66B01,PTE,VC965
PC6B14C5D,PTC,VCB43
PC6F36B7A,PTC,VC965
PCBE6ABE5,PTE,VCB43
PCA965149,PTP,VCD2F
PC454F09B,PTE,VC965
PC98F856D,PTC,VC965
PCE4C5D8E,PTE,VC965
PC82D2552,PTP,VC965
PC85DD257,PTC,VCB43
PCA214501,PTC,VCD2F
PC7EE2DCF,PTP,VCB43
PC680DEC6,PTE,VC965
PC0AB2B55,PTC,VC965
PC19CE0DB,PTE,VC965
PC9194382,PTC,VC965
PC09BDC08,PTP,VCD2F
PC6713209,PTE,VC965
PCB1132AC,PTP,VC965
PC19D06B0,PTE,VC965
PC9889263,PTP,VCB43
PC7A54E18,PTE,VCB43
PC1A4796C,PTE,VC965
PC99F9ABD,PTC,VC965
PC785D63F,PTP,VC965
PCC591410,PTC,VC965
PC0D83A1E,PTE,VCB43
PCA9D6EEE,PTC,VC965
PC6BCA05F,PTC,VC965
PC0885606,PTC,VCB43
PC461DCD3,PTC,VC965
PC3C8B99E,PTC,VC965
PCCB4C86D,PTP,VCB43
PC23E470D,PTP,VC965
PC85DD257,PTC,VC965
PC35509AB,PTE,VC965
PC3FB1BB6,PTP,VC965
PCFC754C7,PTP,VC965
PC4C9B108,PTP,VC965
PC8AAEF51,PTP,VC965
PCE3427C5,PTP,VC965
PC34C1DCB,PTE,VCD2F
PCAD3B9BC,PTC,VCB43
PCBC064F8,PTP,VC965
PC879E7AB,PTE,VC965
PC4E15B39,PTP,VCB43
PC3AA93E6,PTE,VCD2F
PC41B834E,PTC,VC965
PC59414DA,PTE,VC965
PCF514246,PTC,VCB43
PC51E7EF8,PTE,VC965
PCD175301,PTE,VC965
PCB30E45F,PTP,VC965
PCA6127FF,PTP,VC965
PCC48E3A8,PTC,VC965
PCF5D4B0A,PTC,VC965
PCCB383F8,PTP,VCD2F
PC6594AD4,PTE,VC965
PC19D06B0,PTP,VCD2F
PCC1FFE5B,PTP,VC965
PC71A1452,PTC,VC965
PC9889263,PTC,VCB43
PCE6CC50C,PTE,VC965
PC924C594,PTP,VC965
PC08EA270,PTC,VC965
PC6A4F55F,PTE,VC965
PCA491459,PTC,VC965
PC0885606,PTP,VC965
PC1E49F6B,PTP,VC965
PC4A5D62F,PTP,VC965
PC434FA62,PTC,VCB43
PC7F7FFF0,PTC,VC965
PC8AEC6E8,PTE,VCB43
PC6D0FC31,PTP,VC965
PC3BDDA71,PTP,VCD2F
PC76FDDEA,PTC,VC965
PC08EA270,PTC,VCB43
PC8111910,PTE,VCB43
PC795E7B9,PTE,VC965
PC421D5F3,PTE,VC965
PC7057B6A,PTP,VC965
PC214FB8E,PTE,VCB43
PCBE1B45D,PTE,VC965
PC88C655C,PTP,VCB43
PC035B71E,PTE,VC965
PCA491459,PTE,VCB43
PC19D06B0,PTP,VC965
PC214FB8E,PTC,VC965
PCBA83119,PTE,VCD2F
PCED7EAFE,PTE,VC965
PC4061987,PTE,VC965
PC0885606,PTC,VC965
PCC3608EC,PTP,VCD2F
PCA70760B,PTE,VC965
PC7FEC2CE,PTP,VCB43
PC66E7418,PTP,VC965
PCD987A9D,PTC,VC965
PCC1A733C,PTP,VCD2F
PCB6A16D7,PTP,VCD2F
PC41B834E,PTE,VC965
PC210A754,PTP,VC965
PCD51A740,PTP,VC965
PCB524A9F,PTP,VC965
PCAC9371E,PTP,VC965
PCE62BBA9,PTP,VCD2F
PC871C1FC,PTP,VC965
PC13CB69B,PTE,VC965
PC5A27CDE,PTP,VC965
PC1585DF2,PTC,VC965
PCCFD9AB6,PTE,VC965
PCACF7982,PTE,VCB43
PCB905D54,PTC,VC965
PCB6F1968,PTE,VCB43
PC912F5CB,PTE,VC965
PC1585DF2,PTC,VC965
PC19D06B0,PTE,VC965
PCA2D76A5,PTP,VC965
PCE4A44BE,PTC,VC965
PC821BC98,PTP,VC965
PCA8F9E50,PTC,VC965
PC126524C,PTC,VC965
PCED7EAFE,PTC,VC965
PC5ABB8E4,PTE,VCB43
PC8BCEB19,PTC,VCD2F
PC8ED616E,PTE,VCD2F
PC40C93B0,PTP,VC965
PC8453073,PTP,VC965
PC2EFBBE0,PTC,VC965
PCAC34A40,PTP,VCB43
PC948D5B2,PTP,VCB43
PC6B030C6,PTC,VCD2F
PC58105BF,PTP,VCB43
PCC1A733C,PTE,VCD2F
PC5AB6779,PTP,VCB43
PC041D874,PTC,VC965
PC7CCC47B,PTE,VC965
PCFB11406,PTE,VCB43
PCBF83C7A,PTE,VCB43
PC05B8749,PTP,VC965
PC7157CF3,PTE,VC965
PC3338D42,PTE,VCB43
PCAC9371E,PTE,VC965
PCF31BD97,PTP,VCD2F
PC05C2F86,PTC,VC965
PC074E6A8,PTP,VC965
PC76FDDEA,PTC,VC965
PC44E2F09,PTC,VCB43
PC62E1338,PTC,VC965
PC2308E9E,PTC,VC965
PC084F676,PTP,VCB43
PC576A3BA,PTC,VCD2F
PC7D68CD9,PTC,VCB43
PC356AE8F,PTC,VC965
PCB228987,PTP,VCB43
PC2111CF9,PTC,VC965
PCAC34A40,PTE,VC965
PC53B475D,PTE,VCB43
PCAA9F518,PTE,VC965
PCDA37101,PTE,VCB43
PC11E9595,PTP,VC965
PC81776BA,PTE,VC965
PCCA71D2C,PTC,VCB43
PC685B3B1,PTC,VC965
PC5149039,PTC,VC965
PC93E7766,PTC,VC965
PC0D2B95C,PTP,VC965
PC481C9F9,PTE,VC965
PCC0E943C,PTC,VCB43
PC5D4DE09,PTC,VC965
PC481C9F9,PTC,VC965
PCF621E92,PTC,VC965
PC7F7FFF0,PTP,VCB43
PC8E2A7E0,PTP,VCB43
PCB4CDDA5,PTE,VCB43
PCD8346A6,PTP,VC965
PCB905D54,PTC,VC965
PCC090C3A,PTC,VCB43
PC869BDE8,PTE,VC965
PCE2B9376,PTE,VC965
PCF5E7754,PTP,VC965
PCC0E7E2A,PTE,VC965
PCF6B0D12,PTE,VCB43
PC99BB7A3,PTC,VC965
PCC8FE9C6,PTP,VC965
PC7EE2DCF,PTE,VCB43
PCF263A5E,PTP,VCD2F
PCAD89FE3,PTP,VC965
PC6EFC03B,PTC,VCB43
PCDFC1E11,PTC,VC965
PC1E0F3B6,PTC,VC965
PCA227C6B,PTE,VCB43
PC0F0AB4E,PTC,VC965
PCECC4DE2,PTC,VCB43
PC41B834E,PTE,VC965
PC647292C,PTP,VCB43
PCAA9F518,PTE,VC965
PCA26D872,PTP,VC965
PC03C5C15,PTP,VCB43
PC63844BC,PTE,VCD2F
PCE51C5C7,PTE,VC965
PCF775FA6,PTC,VC965
PC1D57D7F,PTC,VC965
PC19F3DBB,PTE,VC965
PCCE002E5,PTE,VCD2F
PC99A4177,PTC,VC965
PCD4A1214,PTP,VC965
PC4D8469D,PTC,VCB43
PCDED6F20,PTC,VC965
PC67D349A,PTC,VC965
PC7C55512,PTP,VC965
PC36675CE,PTC,VCB43
PC6A65941,PTP,VC965
PC208F9BB,PTC,VC965
PC8D40B22,PTC,VC965
PCE8CBA37,PTP,VC965
PC70886EC,PTP,VCB43
PC0553E32,PTE,VC965
PC17F8052,PTC,VCD2F
PC924C594,PTP,VCB43
PCEB27C63,PTP,VC965
PCDBBCB68,PTE,VC965
PCE5E04A2,PTC,VC965
PCA4D3E9B,PTP,VC965
PC7305E43,PTE,VC965
PC10C700F,PTP,VC965
PCBEF8EE1,PTC,VCB43
PC40C2E00,PTP,VC965
PC8DFFE65,PTC,VC965
PC2BBEEDC,PTC,VCB43
PC8ED616E,PTC,VC965
PC09BDC08,PTC,VC965
PC6F25DF0,PTE,VC965
PCB566359,PTC,VCD2F
PC6AA246E,PTE,VC965
PC76FDDEA,PTC,VCB43
PCEC57A8E,PTE,VC965
PC035B71E,PTP,VCB43
PC0D3474E,PTC,VCB43
PC685427C,PTC,VC965
PC6D531E1,PTC,VC965
PC5881E06,PTE,VC965
PC5EC8DF5,PTP,VC965
PCD6E5E77,PTE,VCB43
PC6B14C5D,PTC,VC965
PC19CE0DB,PTP,VC965
PC59414DA,PTP,VC965
PC7C042B7,PTE,VC965
PCA491459,PTP,VC965
PC472C08E,PTC,VC965
PCAA67227,PTP,VC965
PC1E49F6B,PTC,VCB43
PC1A43FB7,PTC,VC965
PC35509AB,PTE,VC965
PC9AF321D,PTC,VC965
PC5F47DCF,PTE,VC965
PC94E7A96,PTE,VCB43
PC016D687,PTE,VCD2F
PCB7E7138,PTE,VC965
PCF5D4B0A,PTP,VC965
PC1A43FB7,PTE,VCB43
PC65485BB,PTP,VC965
PC08F56A1,PTP,VC965
PCF8D98DC,PTP,VCB43
PC684859B,PTP,VC965
PC4A40D50,PTE,VCB43
PC15C75C0,PTP,VCB43
PCFF0FEB0,PTP,VCD2F
PC42A3AB0,PTC,VC965
PC6D531E1,PTE,VCB43
PCA770E5A,PTE,VCB43
PCE9CE23F,PTE,VC965
PC1B1D964,PTE,VC965
PCB1132AC,PTP,VC965
PC71A1452,PTC,VCD2F
PCC8C7059,PTC,VCD2F
PC39B17A9,PTC,VCB43
PCBE7E15B,PTC,VCD2F
PCEC57A8E,PTC,VCD2F
PC9194382,PTP,VCB43
PC94C0945,PTC,VC965
PC684859B,PTP,VC965
PC1E2B07E,PTP,VC965
PCC72D8B8,PTE,VC965
PCA00BC1C,PTP,VCB43
PC95BD14B,PTC,VC965
PC12BE494,PTE,VC965
PC2C1DA2A,PTP,VC965
PCE32D2F9,PTE,VC965
PCCAFD014,PTP,VC965
PCE62BBA9,PTC,VC965
PC78EF0B5,PTE,VC965
PCB1B5BEC,PTP,VC965
PC74F6341,PTP,VC965
PC98F856D,PTP,VC965
PC5A27CDE,PTC,VC965
PC327D635,PTC,VCB43
PC99F9ABD,PTC,VCD2F
PC2F1A066,PTE,VCB43
PCEDD7E85,PTP,VC965
PC94C0945,PTC,VC965
PCB99E8F9,PTP,VC965
PCCC28F87,PTP,VCB43
PC924C594,PTE,VCB43
PCB7341F4,PTE,VC965
PC7F02ED3,PTE,VCB43
PC51E7EF8,PTE,VC965
PC767BBB2,PTE,VC965
PC92C5115,PTP,VCD2F
PC3C8B99E,PTC,VC965
PCB1B5BEC,PTE,VCB43
PC95F5F6B,PTC,VC965
PC6594AD4,PTP,VC965
PCA283923,PTE,VC965
PC1D57D7F,PTC,VCB43
PCA32686D,PTE,VCB43
PCD6E5E77,PTC,VC965
PC05C2F86,PTE,VC965
PC88494D0,PTP,VC965
PC00AE965,PTP,VC965
PC5D41947,PTE,VC965
PC7F02ED3,PTC,VCB43
PC924C594,PTP,VCB43
PCFFF6463,PTE,VCB43
PC422A6D1,PTP,VC965
PCCC28F87,PTE,VC965
PC548BDC0,PTC,VC965
PC0EC3E54,PTP,VCB43
PCD70DDDF,PTC,VC965
PCA491459,PTE,VC965
PC134F258,PTC,VC965
PC36C9AE8,PTE,VC965
PC7688C61,PTC,VCD2F
PCD70DDDF,PTE,VCB43
PCAA68777,PTP,VC965
PC98750ED,PTC,VC965
PCD51A740,PTP,VC965
PC8F8E598,PTC,VC965
PCF4DA5CE,PTP,VCD2F
PC867796D,PTC,VCB43
PCC48608C,PTP,VC965
PCE8CBA37,PTE,VCD2F
PCE62BBA9,PTC,VC965
PCE3427C5,PTE,VC965
PCC0E943C,PTC,VC965
PC62AF885,PTP,VC965
PC12AA919,PTP,VC965
PC670999C,PTC,VC965
PC411FDC0,PTP,VC965
PC76935F9,PTC,VCD2F
PC10C50DC,PTP,VC965
PC5526A36,PTC,VC965
PC3137434,PTP,VC965
PC40BD0F3,PTP,VCB43
PCCB4C86D,PTE,VCB43
PCC62D342,PTC,VC965
PC481C9F9,PTP,VCD2F
PC5B2AFFA,PTP,VCB43
PCAC345FD,PTE,VCB43
PC2E099B4,PTP,VC965
PC74CE451,PTC,VC965
PC8F4AF85,PTC,VCD2F
PCAC7E4C1,PTP,VC965
PCEE69498,PTE,VCD2F
PC767BBB2,PTE,VC965
PC61F3A80,PTP,VC965
PC90AAFDA,PTC,VC965
PC3FAA264,PTE,VC965
PCED7D2DE,PTC,VC965
PCC62D342,PTE,VC965
PC52E71B8,PTC,VC965
PC95BD14B,PTE,VCB43
PCC9875AC,PTP,VC965
PC93E7766,PTC,VCD2F
PCC0E943C,PTP,VCB43
PC85A4D4B,PTP,VCD2F
PC14FBE4A,PTE,VC965
PC578D797,PTC,VCD2F
PCED2DB6F,PTC,VC965
PC6E93A05,PTC,VC965
PCBD023A3,PTE,VC965
PC06E8A1C,PTE,VC965
PC384779E,PTP,VC965
PC4C9B108,PTP,VC965
PCBABF130,PTC,VC965
PC3FB1BB6,PTP,VC965
PC7C042B7,PTC,VC965
PC52E7369,PTP,VCB43
PC8806694,PTP,VCD2F
PC29D136F,PTC,VC965
PCA2E8463,PTE,VC965
PC1E10EC3,PTP,VC965
PC92A6471,PTP,VC965
PC6700C62,PTE,VCB43
PC822E359,PTC,VCB43
PCC3A370A,PTE,VC965
PCD0DDD3D,PTC,VC965
PC8ED616E,PTE,VCD2F
PC92C5115,PTC,VCB43
PC684859B,PTE,VCB43
PC5549650,PTE,VC965
PC0885606,PTE,VC965
PCB070250,PTE,VC965
PC174C464,PTC,VC965
PCBD66B01,PTC,VC965
PCCC8F243,PTE,VC965
PCFDB2950,PTE,VCB43
PC5F1CD83,PTC,VCB43
PCBA83119,PTP,VC965
PC3DE08BF,PTC,VCD2F
PCF5E0389,PTP,VCD2F
PC92A6471,PTP,VC965
PCEF56843,PTP,VCB43
PC74A3585,PTE,VCD2F
PC84D9FC1,PTP,VC965
PC7A260F1,PTE,VC965
PCF9F4940,PTE,VC965
PCF6540C0,PTE,VC965
PC7EE2DCF,PTP,VC965
PCE937423,PTP,VC965
PCE78024A,PTP,VCB43
PCEBBFFB5,PTP,VC965
PCD30AB50,PTE,VC965
PC6D105CF,PTE,VC965
PCDE20E6F,PTE,VCB43
PC92C5115,PTP,VC965
PCFB11406,PTP,VCB43
PCD83DE25,PTP,VCD2F
PCAA68777,PTC,VC965
PC6BCA05F,PTC,VC965
PC0CF9451,PTP,VCB43
PCDF73A3C,PTC,VCB43
PC2A27502,PTE,VC965
PC0005AC7,PTC,VCB43
PCC9756B2,PTC,VC965
PC186BCA8,PTC,VC965
PCF3AE602,PTE,VC965
PC7667A3E,PTC,VC965
PC461DCD3,PTE,VCB43
PC87C8BC4,PTE,VC965
PCBDD55F1,PTE,VC965
PCDE1D204,PTP,VC965
PC76EDF79,PTE,VC965
PC9E503B6,PTE,VCB43
PC461DCD3,PTE,VC965
PC2E2E0C0,PTP,VCD2F
PC6AA246E,PTP,VCB43
PCBDD55F1,PTE,VC965
PC481C9F9,PTP,VC965
PC421D5F3,PTP,VCB43
PC5D33C18,PTP,VC965
PC454F09B,PTE,VC965
PCD411AEF,PTC,VC965
PC5E524A1,PTE,VCD2F
PC11DCA73,PTC,VCB43
PC7E4F42A,PTP,VC965
PC4D892D7,PTC,VC965
PC98F856D,PTP,VC965
PCA6403C1,PTE,VC965
PC0BD172F,PTE,VC965
PC34ECAB5,PTP,VCB43
PCB86D2E1,PTC,VC965
PC1585DF2,PTC,VC965
PCC8FE9C6,PTP,VC965
PC3B970F2,PTC,VCB43
PC84E8CEF,PTE,VCD2F
PCBA2D075,PTE,VC965
PC20BD6E6,PTP,VC965
PCC48608C,PTE,VC965
PCB077F18,PTC,VCB43
PCA3797CA,PTP,VCB43
PCCB4C86D,PTP,VC965
PC4967767,PTP,VCB43
PCEBE834B,PTE,VC965
PC374C341,PTP,VCB43
PC0EF761B,PTE,VC965
PC3547FAD,PTC,VC965
PCA322CBE,PTC,VCB43
PC327D635,PTC,VC965
PC43919D1,PTP,VC965
PC5D41947,PTC,VC965
PCAA67227,PTC,VC965
PCC321538,PTP,VC965
PC8DF4919,PTC,VC965
PC07BF95F,PTE,VC965
PC6203962,PTE,VC965
PCCE9B069,PTC,VCD2F
PC0005AC7,PTE,VCB43
PC665A28E,PTC,VCB43
PCD8D5094,PTP,VC965
PC6A65941,PTC,VC965
PC250A90D,PTP,VCB43
PC6DC0ACF,PTE,VC965
PC851E565,PTC,VC965
PC7F02ED3,PTP,VC965
PC9F481D4,PTC,VC965
PCC943ECD,PTC,VC965
PC0D2E3AD,PTC,VC965
PC0606D6A,PTP,VCB43
PC8AB18BE,PTC,VC965
PC13CB69B,PTP,VC965
PC2294422,PTP,VCB43
PC9042B3F,PTE,VC965
PC0282AE7,PTP,VC965
PC3AF69A3,PTP,VCD2F
PCE2B9376,PTC,VC965
PC1A161AA,PTP,VCB43
PCDF9F773,PTE,VCB43
PCB02917E,PTC,VCD2F
PC7ACFF7C,PTE,VC965
PC174C464,PTC,VCD2F
PCC6A4CD8,PTE,VCD2F
PCC3E4ADA,PTE,VC965
PC6A65941,PTE,VC965
PC1CCD955,PTP,VC965
PCA283923,PTC,VC965
PCFDB2BA6,PTC,VC965
PC7A3A5CF,PTC,VC965
PCC1F6F13,PTP,VCD2F
PCFA0E4C0,PTP,VC965
PC4A6C6D9,PTP,VC965
PC3D30AD0,PTC,VCB43
PC161AC8D,PTE,VC965
PCCB07C68,PTE,VC965
PC8F72158,PTP,VCB43
PC4C76F48,PTP,VC965
PC69F3F14,PTE,VC965
PC21A1833,PTP,VC965
PCC5E1C04,PTP,VC965
PC65C93B7,PTE,VC965
PC1BDA119,PTP,VCB43
PCA26D872,PTP,VCD2F
PC2B868A9,PTP,VC965
PCCC28F87,PTC,VC965
PCD6DBA1D,PTE,VC965
PC88C655C,PTC,VC965
PC4847214,PTE,VCD2F
PC0D2B95C,PTC,VC965
PC2F353E1,PTC,VC965
PCAFC45DA,PTE,VC965
PCE952492,PTC,VC965
PCEECD973,PTC,VC965
PC11DCA73,PTE,VC965
PCACD9839,PTE,VC965
PC69C7DF3,PTC,VC965
PC0EB640E,PTC,VCB43
PCD8D5094,PTC,VC965
PCDFBBEBB,PTE,VC965
PCCD7399B,PTE,VCD2F
PC1592ACA,PTE,VC965
PCF64B519,PTP,VC965
PC7EE2DCF,PTC,VC965
PC148C815,PTC,VCB43
PCE2D63A7,PTP,VCB43
PC1D9ADA9,PTP,VC965
PC0F6325D,PTP,VC965
PCCE002E5,PTC,VC965
PC5680D80,PTP,VCB43
PC7057B6A,PTP,VCB43
PC62AF885,PTC,VCB43
PC5D4DE09,PTP,VCB43
PC9DFEBB0,PTC,VC965
PCD8E3CCB,PTP,VC965
PC5738A82,PTC,VC965
PCCFD9AB6,PTE,VC965
PCA7178EC,PTC,VC965
PCDBBCB68,PTC,VC965
PC585BD38,PTC,VC965
PC40C93B0,PTE,VC965
PC7057B6A,PTC,VC965
PCD30AB50,PTP,VCB43
PCE5E04A2,PTP,VC965
PC9DD9DCD,PTP,VCB43
PCF5D4B0A,PTP,VC965
PC7688C61,PTP,VCB43
PCAC9371E,PTP,VC965
PC6BCA05F,PTC,VC965
PCF0B5E85,PTE,VC965
PC0954183,PTE,VC965
PC5E524A1,PTE,VC965
PC62AF885,PTP,VC965
PC857F4A0,PTP,VCB43
PC19D06B0,PTP,VC965
PC85A4D4B,PTP,VCB43
PC5AB6779,PTP,VC965
PCDFC1E11,PTP,VC965
PCF858E11,PTP,VCB43
PC79E328A,PTE,VCB43
PC803F0F2,PTE,VC965
PC05C2F86,PTP,VC965
PC4CD2B81,PTP,VCB43
PC926F0A9,PTP,VC965
PCE03E8B1,PTC,VCB43
PC65AA714,PTE,VC965
PCBDB8BB6,PTE,VC965
PCE319335,PTE,VC965
PC6B030C6,PTE,VC965
PCB24B68E,PTE,VC965
PC461DCD3,PTE,VCB43
PC46BE0B2,PTP,VCB43
PC3B970F2,PTE,VC965
PCF6F4CA1,PTP,VC965
PC028872C,PTP,VCB43
PCAD89FE3,PTC,VC965
PCB335328,PTP,VC965
PC76EDF79,PTE,VC965
PC327D635,PTE,VC965
PC905B5D4,PTE,VC965
PC408264D,PTC,VC965
PC7FEC2CE,PTC,VC965
PCDE1D204,PTP,VC965
PCCFD9AB6,PTP,VCB43
PCCD7399B,PTE,VC965
PCFC754C7,PTC,VC965
PCBB055C6,PTE,VC965
PC77793DF,PTP,VCD2F
PC1DA31F7,PTE,VCB43
PC6BCA05F,PTE,VCB43
PCC4F7DCE,PTP,VCB43
PCC321538,PTP,VCD2F
PCBB055C6,PTE,VCB43
PCAC64E67,PTP,VCD2F
PC1592ACA,PTP,VC965
PCFCB0018,PTC,VCB43
PCD83DE25,PTE,VC965
PCF31BD97,PTC,VCD2F
PC767BBB2,PTC,VC965
PC6E8D0F9,PTP,VCB43
PC87D90FE,PTP,VC965
PC3A23C14,PTC,VC965
PCC8C7059,PTE,VCD2F
PCA06B2F1,PTP,VCB43
PC45EBEBC,PTP,VC965
PC8DD921E,PTE,VCD2F
PC0BD172F,PTE,VC965
PCCA288FE,PTC,VC965
PCCCAD2AC,PTC,VCB43
PC8806694,PTE,VC965
PCE2D63A7,PTP,VC965
PC948D5B2,PTC,VC965
PC93CE517,PTP,VC965
PC8C9B099,PTE,VCB43
PCA0290AD,PTC,VCB43
PC7D68CD9,PTP,VCB43
PC4847214,PTP,VC965
PCA52F720,PTP,VC965
PCB24B68E,PTE,VC965
PC70B7987,PTP,VC965
PCE60D320,PTP,VC965
PC4B0DCD2,PTC,VC965
PCC1ED0C5,PTP,VCB43
PC7305E43,PTP,VC965
PC4156AD5,PTP,VC965
PC48D61BB,PTC,VC965
PC0AE9E1B,PTE,VC965
PC42A3AB0,PTC,VCB43
PC0E22DEA,PTP,VC965
